feat_0,feat_1,feat_2,feat_3,feat_4
1.0496714153011233,1.4555051553901397,1.3167876041503406,1.0681026980121044,0.9073714505480607
1.058763414388472,1.5224189826761172,1.4107124886415263,1.169849290223105,0.9787376189938309
1.2089509532512908,1.342997801677852,1.4208110723850824,1.2392302923935674,0.8286059676725643
1.3660977559786958,1.485229251328701,1.4548221368545353,1.1123420246126041,0.9623718283802125
1.2570614696478153,1.3739566254081224,1.6445052557921795,1.40542741206866,1.0150496094852037
1.3199092699633876,1.65322698882549,1.6132196677674346,1.3588729229105627,1.043653947741215
1.5594092288908008,1.776225755764853,1.500913068365795,1.2651254745896452,1.0406307844386409
1.5309430667221484,1.6706488252693599,1.707603020589471,1.3492047179265572,1.0092083669061684
1.453823490306969,1.6408065653278987,1.7188547042534268,1.5621614154007446,1.1441373030487265
1.594866862403375,1.779041840785135,1.6405888996888724,1.4804941450690265,1.17636479674279
1.5268915871788147,1.8144437750705356,1.7984086869759015,1.3650335401362839,1.1836564812368253
1.5516920260809062,1.8043173587289616,1.7226135378417806,1.4019589807240802,1.3196473583221093
1.6396469571761425,1.831143682854013,1.7302199504504288,1.5575183708279106,1.1384088902823657
1.4333297069387902,1.8063330950309973,1.7361511327580206,1.579994381508227,1.320458505198713
1.453385629582563,1.9270182983063022,1.5213797192965663,1.547867249004083,1.126630551051153
1.5629966551453436,1.8979970515652493,1.7090787012560478,1.4839761107165725,1.3092739153263313
1.5036565164300821,1.7163213680231741,1.8250049818763692,1.5910365721805444,1.0964491085396642
1.6148011207356463,1.6972827783664897,1.7378014697309792,1.4712004142556654,1.2352866445540025
1.4642022523294727,1.7502966214229196,1.5923885839940943,1.4046321559789137,1.3204619655040148
1.3791681961864544,1.8208007412198282,1.7928972635148364,1.6319234742197122,1.1746622360812482
1.6267930787261338,1.7276805042848922,1.6369730618238671,1.5008526682129248,1.165972102946649
1.412671323098097,1.6091465959509017,1.5102111629158526,1.3478987104412903,1.3928985176991644
1.393042293735738,1.655548302064396,1.8139590122774831,1.4100859057238864,1.1183528057516965
1.1917636845581776,1.5481745764270707,1.4448483414296982,1.3657733959413398,1.245674051788945
1.2255924761082406,1.6177144367575353,1.5911514066546506,1.2907969046522414,1.3814118734000085
1.2357242933269508,1.5086013528793696,1.3759865923134842,1.3085442127455886,1.2210892283369223
1.0539246137020408,1.3873188221587658,1.4133811449285203,1.1487195086659303,1.1797825498820103
1.1517581791412779,1.3841970570494841,1.2541412319652614,1.28265728464595,1.0728147695614128
1.0010278274985174,1.434136613511628,1.1632103550292052,1.1461171378211819,1.0379393712242182
0.9815002916825216,1.1873892444866003,1.2809218270856868,0.9353498808145555,1.0547417329871427
0.9036418109433082,1.227213283060231,1.2101420924730715,1.0215856276010395,0.8325169960103986
1.1065784377689183,1.1240985458544002,1.2249177511719433,0.9298990279602936,1.092501725210325
0.8826920337889165,1.120344630705903,1.0483603726676207,0.6389553555222502,0.9697803025200094
0.7467875524545854,0.961666274489011,1.2162569528634462,0.8688027871335724,0.7311182361398527
0.9097329689904681,0.9912361813608159,0.9651161188562564,0.9347826031058838,0.9648055889982707
0.6871893341118314,1.0482469764745852,0.9411955835603358,0.7678286243277768,0.8862235469185654
0.819190849875937,0.8057296042751563,0.6976049756971262,0.7981604719134895,0.8184547781908357
0.5988460111030809,0.7336165546658217,0.7241485335472365,0.6785975977941587,0.9549301164132
0.6661009766624962,0.7100868781624404,0.7932641881125916,0.5846000451482665,0.6985641909775956
0.8303067289088356,0.7007026780946658,0.692653654563368,0.5120554775823477,0.8007940041061583
0.9036353547405104,0.8619323912516497,0.6840321059887902,0.41478443031471207,0.6107399311583145
0.8733114075890701,0.6526913550454013,0.5525265770733676,0.596713120079028,0.6157374725674002
0.8778461573487577,0.7606787323510473,0.6202732932493716,0.5418341451574341,0.47967926856676535
0.8989080376348006,0.8557845983738032,0.5990371753177168,0.4093964662368207,0.3135132817551763
0.8265604232175194,0.8453037069105587,0.453598209538708,0.20736804661892005,0.2892139922271703
0.9529294551928338,0.7807739157762911,0.6258060391280105,0.4338963488568747,0.4363098275019349
1.0336936962475065,0.8598585663712968,0.38693951159282497,0.27761069118486564,0.39720280128948415
1.2438185356604767,0.878318812795185,0.5762257407854472,0.36852599142088543,0.2826085165221072
1.2334249039029,0.8770046970380677,0.7405937703940049,0.1908110146285803,0.3562532889698951
1.0853813357912936,0.9146738293213169,0.643555711750783,0.3497387936828713,0.4161907431493349
1.3574083969394792,1.1995893191160751,0.6594301771442377,0.32782868886287836,0.4914449016657848
1.34951035685024,1.1006308206876003,0.5235356160170986,0.10519790816882679,0.28837793246453025
1.3820607620803131,1.3141391606198014,0.8159339533003935,0.5178885110245632,0.39624940383543117
1.57039849460735,1.0647932150521693,0.8065648688120127,0.33804339693426694,0.5344035972616441
1.6686111996947957,1.1557409518348516,0.6181149949926378,0.363644888274323,0.44315981322884673
1.7108271402363977,1.0813781152327768,0.6918538222327372,0.466239898545219,0.3030137462032349
1.581037975860687,1.1838548882950923,0.9044513795682523,0.43491001776007476,0.40595646356094767
1.675610412384397,1.5043544638973105,1.0005498383815057,0.5073114748298306,0.4341083677336967
1.7748652542299532,1.3097147011040613,0.7381792796535445,0.39083827949094796,0.5030206392594492
1.8675561446483284,1.5992966831879971,0.809204210889338,0.528511505952399,0.47049497686670533
1.7429277892515938,1.3254988827592284,0.9407772733936398,0.39197743555569586,0.545749357061832
1.7853419583842305,1.3833291651686124,0.7837127691420984,0.6016626208262561,0.633421638897689
1.6983128125800082,1.4891726059243948,1.0479107197959725,0.8143829689698493,0.46336707093453944
1.686219089511263,1.546777258810848,1.2087208540139363,0.565232461598163,0.47635104986520116
1.8758443233435702,1.6700735414743781,0.9888302389202165,0.7277801775443064,0.7116381928478146
1.9109542182611694,1.6417969876110017,1.1858285644803048,0.5981091103802741,0.6799498972565815
1.741104518088135,1.5680454906690124,1.1527349051583762,0.8591176123051755,0.8279682356845726
1.8142398606413932,1.6030411601714645,1.4095944839422923,0.9524845000093568,0.8983272780250251
1.7087186015432623,1.5847184114392434,1.2197612479686575,0.9910362332059142,0.6535998066282874
1.5603857497862004,1.5188684430960624,1.4558318254666374,0.9381633447803177,0.8048387535159964
1.6077372850095624,1.5086894026263447,1.2670740542087218,0.8280092664601902,0.9263926054707117
1.6672269974101614,1.680939322211288,1.4222110428739172,0.9603521037814897,0.8869992726934885
1.4476336452640806,1.3696677637984511,1.3836925644445508,1.2498541604457905,0.9922724865753352
1.5423426300529663,1.6824584727222478,1.3530044359132363,1.2490549958846917,0.9612744606579207
1.0563826945996007,1.4488826884437371,1.290897212120495,1.1858876727917442,1.0938760687546212
1.331822284793487,1.3630032252929225,1.400076760588703,1.2417220517011338,1.0883991082545543
1.1894022218202722,1.4663759126398495,1.3162033308802896,1.1495342921943923,1.265070058102385
1.0826478809680813,1.4886671382945056,1.2784759848829248,1.4042567369022436,1.3644727858625694
1.0553409982358186,1.3958369475370818,1.47671995040505,1.222069117207884,1.3564418034596026
0.783738387584946,1.2750029234130529,1.3611468933018736,1.352234978909288,1.6141063588341729
0.9004757607577544,1.2717387066861514,1.3428638634127812,1.185854030962708,1.484146817555134
0.9025627175424699,0.9278357515178995,1.2068696130686531,1.3064968621733588,1.5132474232448336
0.9642808215799565,0.9826659189255669,1.1906998849772663,1.4503375837767867,1.4444622591036256
0.7202214401467387,0.8787719993870318,1.1438108644189755,1.2274896486158386,1.4480665830481723
0.653263215708186,1.0278205468904642,1.158274073289042,1.3893737778940545,1.6285028568941908
0.6529931874158336,0.8036503474788306,1.1415713400518523,1.194278536348965,1.4945587706171866
0.7711303738753851,0.8650857180047924,1.0246493108188668,1.1958812321922851,1.5381542226596085
0.6965061139422671,0.7752907403338771,0.8966494048855222,1.2648707357890694,1.5283070549735103
0.6024479812145637,0.5799219002931657,0.9987040590741714,1.3388246078760866,1.6064119903086287
0.7063044940205787,0.5558245256504146,0.8717702301853146,1.184185362151189,1.6444839589232263
0.6718845950997114,0.6967726943762796,0.6697471741081825,1.2449449114259867,1.6607322342568087
0.7736483046320479,0.4477411498830398,0.5458950049148612,1.2636454503415673,1.5190071547208661
0.6282376940107133,0.501163357728355,0.7355749933456107,1.0356724528519685,1.5588886722772515
0.693920136371291,0.3796888911722931,0.5705338413215579,0.9216122881888683,1.5614306092871477
